record_id,dataset_id,source_row,row_label,row_data,search_text
record_cbe2abc214ec3b1c8b49ab99,dataset_0bd4a85bf959134ccfa1d5bb,4,总计,"{""案件情况"":""总计"",""收 案"":""25054233"",""结 案"":""25168463"",""未 结"":""2831788""}",表1 2018年全国法院审理各类案件情况统计表；统计期间：2018-2018；案件情况：总计；收 案：25054233；结 案：25168463；未 结：2831788
record_c93b1abda3d1454d683373bd,dataset_f4cfc5945e70100ba3e6ea62,5,4直辖市 23 省 5自治区 2特别行政区,"{""(截至2018年12月31日)/省 级/合计"":""34"",""省 级/行政区划单位"":""4直辖市 23 省 5自治区 2特别行政区"",""地 级/合计"":""334"",""地 级/行政区划单位"":""293地级市 7 地区 30自治州 3 盟"",""县 级/合计"":""2851"",""县 级/行政区划单位"":""970市辖区 375县级市 1 335 县 117自治县 49 旗 3自治旗 1特 区 1林 区"",""乡 级/合计"":""39945"",""乡 级/行政区划单位"":""2区公所 21 297 镇 9 118 乡 153苏木 981民族乡 1民族苏木 8 393街道""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：34；省 级/行政区划单位：4直辖市 23 省 5自治区 2特别行政区；地 级/合计：334；地 级/行政区划单位：293地级市 7 地区 30自治州 3 盟；县 级/合计：2851；县 级/行政区划单位：970市辖区 375县级市 1 335 县 117自治县 49 旗 3自治旗 1特 区 1林 区；乡 级/合计：39945；乡 级/行政区划单位：2区公所 21 297 镇 9 118 乡 153苏木 981民族乡 1民族苏木 8 393街道
record_fdbf69f295fb7966f542bc09,dataset_f4cfc5945e70100ba3e6ea62,6,北 京市,"{""(截至2018年12月31日)/省 级/合计"":""北 京市"",""县 级/合计"":""16"",""县 级/行政区划单位"":""16市辖区"",""乡 级/合计"":""333"",""乡 级/行政区划单位"":""143镇 33乡 5民族乡 152街道"",""人口 (万人)"":""1300"",""面积 (万平方千米)"":""约1.7""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：北 京市；县 级/合计：16；县 级/行政区划单位：16市辖区；乡 级/合计：333；乡 级/行政区划单位：143镇 33乡 5民族乡 152街道；人口 (万人)：1300；面积 (万平方千米)：约1.7
record_7141df9513bd890bc4031f3f,dataset_f4cfc5945e70100ba3e6ea62,7,天 津市,"{""(截至2018年12月31日)/省 级/合计"":""天 津市"",""县 级/合计"":""16"",""县 级/行政区划单位"":""16市辖区"",""乡 级/合计"":""249"",""乡 级/行政区划单位"":""126镇 2乡 1民族乡 120街道"",""人口 (万人)"":""996"",""面积 (万平方千米)"":""约1.2""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：天 津市；县 级/合计：16；县 级/行政区划单位：16市辖区；乡 级/合计：249；乡 级/行政区划单位：126镇 2乡 1民族乡 120街道；人口 (万人)：996；面积 (万平方千米)：约1.2
record_b9b3d108160ce7c3b4367636,dataset_f4cfc5945e70100ba3e6ea62,8,河北 省,"{""(截至2018年12月31日)/省 级/合计"":""河北 省"",""地 级/合计"":""11"",""地 级/行政区划单位"":""11地级市"",""县 级/合计"":""168"",""县 级/行政区划单位"":""47市辖区 21县级市 94 县 6自治县"",""乡 级/合计"":""2255"",""乡 级/行政区划单位"":""1区公所 1 156 镇 744乡 46民族乡 308街道"",""人口 (万人)"":""7520"",""面积 (万平方千米)"":""约19""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：河北 省；地 级/合计：11；地 级/行政区划单位：11地级市；县 级/合计：168；县 级/行政区划单位：47市辖区 21县级市 94 县 6自治县；乡 级/合计：2255；乡 级/行政区划单位：1区公所 1 156 镇 744乡 46民族乡 308街道；人口 (万人)：7520；面积 (万平方千米)：约19
record_2bafb14176a2683186947970,dataset_f4cfc5945e70100ba3e6ea62,9,山 西 省,"{""(截至2018年12月31日)/省 级/合计"":""山 西 省"",""地 级/合计"":""11"",""地 级/行政区划单位"":""11地级市"",""县 级/合计"":""117"",""县 级/行政区划单位"":""25市辖区 11县级市 81 县"",""乡 级/合计"":""1398"",""乡 级/行政区划单位"":""564镇 632乡 202街道"",""人口 (万人)"":""3501"",""面积 (万平方千米)"":""约16""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：山 西 省；地 级/合计：11；地 级/行政区划单位：11地级市；县 级/合计：117；县 级/行政区划单位：25市辖区 11县级市 81 县；乡 级/合计：1398；乡 级/行政区划单位：564镇 632乡 202街道；人口 (万人)：3501；面积 (万平方千米)：约16
record_4ce578bcdc68c047a8b630e9,dataset_f4cfc5945e70100ba3e6ea62,10,内蒙古自治区,"{""(截至2018年12月31日)/省 级/合计"":""内蒙古自治区"",""地 级/合计"":""12"",""地 级/行政区划单位"":""9地级市 3 盟"",""县 级/合计"":""103"",""县 级/行政区划单位"":""23市辖区 11县级市 17 县 49 旗 3自治旗"",""乡 级/合计"":""1024"",""乡 级/行政区划单位"":""508镇 99乡 153苏木 17民族乡 1民族苏木 246街道"",""人口 (万人)"":""2460"",""面积 (万平方千米)"":""约118""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：内蒙古自治区；地 级/合计：12；地 级/行政区划单位：9地级市 3 盟；县 级/合计：103；县 级/行政区划单位：23市辖区 11县级市 17 县 49 旗 3自治旗；乡 级/合计：1024；乡 级/行政区划单位：508镇 99乡 153苏木 17民族乡 1民族苏木 246街道；人口 (万人)：2460；面积 (万平方千米)：约118
record_788e5bd105f8eefcff9c495d,dataset_f4cfc5945e70100ba3e6ea62,11,辽 宁 省,"{""(截至2018年12月31日)/省 级/合计"":""辽 宁 省"",""地 级/合计"":""14"",""地 级/行政区划单位"":""14地级市"",""县 级/合计"":""100"",""县 级/行政区划单位"":""59市辖区 16县级市 17 县 8自治县"",""乡 级/合计"":""1531"",""乡 级/行政区划单位"":""640镇 147乡 54民族乡 690街道"",""人口 (万人)"":""4245"",""面积 (万平方千米)"":""约15""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：辽 宁 省；地 级/合计：14；地 级/行政区划单位：14地级市；县 级/合计：100；县 级/行政区划单位：59市辖区 16县级市 17 县 8自治县；乡 级/合计：1531；乡 级/行政区划单位：640镇 147乡 54民族乡 690街道；人口 (万人)：4245；面积 (万平方千米)：约15
record_476654bc2f9091816bf0c884,dataset_f4cfc5945e70100ba3e6ea62,12,吉林省,"{""(截至2018年12月31日)/省 级/合计"":""吉林省"",""地 级/合计"":""9"",""地 级/行政区划单位"":""8地级市 1自治州"",""县 级/合计"":""60"",""县 级/行政区划单位"":""21市辖区 20县级市 16 县 3自治县"",""乡 级/合计"":""933"",""乡 级/行政区划单位"":""426镇 154乡 28民族乡 325街道"",""人口 (万人)"":""2702"",""面积 (万平方千米)"":""约19""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：吉林省；地 级/合计：9；地 级/行政区划单位：8地级市 1自治州；县 级/合计：60；县 级/行政区划单位：21市辖区 20县级市 16 县 3自治县；乡 级/合计：933；乡 级/行政区划单位：426镇 154乡 28民族乡 325街道；人口 (万人)：2702；面积 (万平方千米)：约19
record_1bce58bb45f1cf74c35fa819,dataset_f4cfc5945e70100ba3e6ea62,15,(续),"{""(截至2018年12月31日)/省 级/合计"":""(续)""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：(续)
record_271de4a03f293b1ae1365e61,dataset_f4cfc5945e70100ba3e6ea62,16,省 级,"{""(截至2018年12月31日)/省 级/合计"":""省 级"",""地 级/合计"":""地 级"",""县 级/合计"":""县 级"",""乡 级/合计"":""乡 级"",""人口 (万人)"":""人口 (万人)"",""面积 (万平方千米)"":""面积 (万平方千米)""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：省 级；地 级/合计：地 级；县 级/合计：县 级；乡 级/合计：乡 级；人口 (万人)：人口 (万人)；面积 (万平方千米)：面积 (万平方千米)
record_e2c380a3e27bc7924a047c3d,dataset_f4cfc5945e70100ba3e6ea62,17,合计,"{""(截至2018年12月31日)/省 级/合计"":""合计"",""省 级/行政区划单位"":""行政区划单位"",""地 级/合计"":""合计"",""地 级/行政区划单位"":""行政区划单位"",""县 级/合计"":""合计"",""县 级/行政区划单位"":""行政区划单位"",""乡 级/合计"":""合计"",""乡 级/行政区划单位"":""行政区划单位""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：合计；省 级/行政区划单位：行政区划单位；地 级/合计：合计；地 级/行政区划单位：行政区划单位；县 级/合计：合计；县 级/行政区划单位：行政区划单位；乡 级/合计：合计；乡 级/行政区划单位：行政区划单位
record_d408ebbc7758902690430fd7,dataset_f4cfc5945e70100ba3e6ea62,18,黑龙江省,"{""(截至2018年12月31日)/省 级/合计"":""黑龙江省"",""地 级/合计"":""13"",""地 级/行政区划单位"":""12地级市 1地 区"",""县 级/合计"":""128"",""县 级/行政区划单位"":""65市辖区 20县级市 42 县 1自治县"",""乡 级/合计"":""1196"",""乡 级/行政区划单位"":""541镇 295乡 52民族乡 308街道"",""人口 (万人)"":""3811"",""面积 (万平方千米)"":""约46""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：黑龙江省；地 级/合计：13；地 级/行政区划单位：12地级市 1地 区；县 级/合计：128；县 级/行政区划单位：65市辖区 20县级市 42 县 1自治县；乡 级/合计：1196；乡 级/行政区划单位：541镇 295乡 52民族乡 308街道；人口 (万人)：3811；面积 (万平方千米)：约46
record_850840448a2d94bc4a90b3ad,dataset_f4cfc5945e70100ba3e6ea62,19,上 海 市,"{""(截至2018年12月31日)/省 级/合计"":""上 海 市"",""县 级/合计"":""16"",""县 级/行政区划单位"":""16市辖区"",""乡 级/合计"":""214"",""乡 级/行政区划单位"":""107镇 2乡 105街道"",""人口 (万人)"":""1440"",""面积 (万平方千米)"":""约 0.634""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：上 海 市；县 级/合计：16；县 级/行政区划单位：16市辖区；乡 级/合计：214；乡 级/行政区划单位：107镇 2乡 105街道；人口 (万人)：1440；面积 (万平方千米)：约 0.634
record_a8548ebca826bbe752f73c47,dataset_f4cfc5945e70100ba3e6ea62,20,江 苏 省,"{""(截至2018年12月31日)/省 级/合计"":""江 苏 省"",""地 级/合计"":""13"",""地 级/行政区划单位"":""13地级市"",""县 级/合计"":""96"",""县 级/行政区划单位"":""55市辖区 21县级市 19 县"",""乡 级/合计"":""1258"",""乡 级/行政区划单位"":""723镇 43乡 1民族乡 491街道"",""人口 (万人)"":""7649"",""面积 (万平方千米)"":""约10""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：江 苏 省；地 级/合计：13；地 级/行政区划单位：13地级市；县 级/合计：96；县 级/行政区划单位：55市辖区 21县级市 19 县；乡 级/合计：1258；乡 级/行政区划单位：723镇 43乡 1民族乡 491街道；人口 (万人)：7649；面积 (万平方千米)：约10
record_db5432312694728d6157b945,dataset_f4cfc5945e70100ba3e6ea62,21,浙 江 省,"{""(截至2018年12月31日)/省 级/合计"":""浙 江 省"",""地 级/合计"":""11"",""地 级/行政区划单位"":""11地级市"",""县 级/合计"":""89"",""县 级/行政区划单位"":""37市辖区 19县级市 32 县 1自治县"",""乡 级/合计"":""1375"",""乡 级/行政区划单位"":""639镇 255乡 14民族乡 467街道"",""人口 (万人)"":""4798"",""面积 (万平方千米)"":""约10""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：浙 江 省；地 级/合计：11；地 级/行政区划单位：11地级市；县 级/合计：89；县 级/行政区划单位：37市辖区 19县级市 32 县 1自治县；乡 级/合计：1375；乡 级/行政区划单位：639镇 255乡 14民族乡 467街道；人口 (万人)：4798；面积 (万平方千米)：约10
record_f0ff152cc1021404c58807e9,dataset_f4cfc5945e70100ba3e6ea62,22,安徽省,"{""(截至2018年12月31日)/省 级/合计"":""安徽省"",""地 级/合计"":""16"",""地 级/行政区划单位"":""16地级市"",""县 级/合计"":""105"",""县 级/行政区划单位"":""44市辖区 7县级市 54 县"",""乡 级/合计"":""1488"",""乡 级/行政区划单位"":""968镇 262乡 9民族乡 249街道"",""人口 (万人)"":""6905"",""面积 (万平方千米)"":""约14""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：安徽省；地 级/合计：16；地 级/行政区划单位：16地级市；县 级/合计：105；县 级/行政区划单位：44市辖区 7县级市 54 县；乡 级/合计：1488；乡 级/行政区划单位：968镇 262乡 9民族乡 249街道；人口 (万人)：6905；面积 (万平方千米)：约14
record_348f3832d934d310bbc776c3,dataset_f4cfc5945e70100ba3e6ea62,23,福 建 省,"{""(截至2018年12月31日)/省 级/合计"":""福 建 省"",""地 级/合计"":""9"",""地 级/行政区划单位"":""9地级市"",""县 级/合计"":""85"",""县 级/行政区划单位"":""29市辖区 12县级市 44 县"",""乡 级/合计"":""1106"",""乡 级/行政区划单位"":""651镇 253乡 19民族乡 183街道"",""人口 (万人)"":""3579"",""面积 (万平方千米)"":""约12""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：福 建 省；地 级/合计：9；地 级/行政区划单位：9地级市；县 级/合计：85；县 级/行政区划单位：29市辖区 12县级市 44 县；乡 级/合计：1106；乡 级/行政区划单位：651镇 253乡 19民族乡 183街道；人口 (万人)：3579；面积 (万平方千米)：约12
record_3800b32dc57b69f9c23dbecd,dataset_f4cfc5945e70100ba3e6ea62,24,江西 省,"{""(截至2018年12月31日)/省 级/合计"":""江西 省"",""地 级/合计"":""11"",""地 级/行政区划单位"":""11地级市"",""县 级/合计"":""100"",""县 级/行政区划单位"":""26市辖区 11县级市 63 县"",""乡 级/合计"":""1567"",""乡 级/行政区划单位"":""827镇 570乡 8民族乡 162街道"",""人口 (万人)"":""4804"",""面积 (万平方千米)"":""约17""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：江西 省；地 级/合计：11；地 级/行政区划单位：11地级市；县 级/合计：100；县 级/行政区划单位：26市辖区 11县级市 63 县；乡 级/合计：1567；乡 级/行政区划单位：827镇 570乡 8民族乡 162街道；人口 (万人)：4804；面积 (万平方千米)：约17
record_6112a11858101a9ba8ee9d21,dataset_f4cfc5945e70100ba3e6ea62,25,山 东 省,"{""(截至2018年12月31日)/省 级/合计"":""山 东 省"",""地 级/合计"":""16"",""地 级/行政区划单位"":""16地级市"",""县 级/合计"":""137"",""县 级/行政区划单位"":""56市辖区 27县级市 54 县"",""乡 级/合计"":""1824"",""乡 级/行政区划单位"":""1 092 镇 68乡 664街道"",""人口 (万人)"":""9580"",""面积 (万平方千米)"":""约16""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：山 东 省；地 级/合计：16；地 级/行政区划单位：16地级市；县 级/合计：137；县 级/行政区划单位：56市辖区 27县级市 54 县；乡 级/合计：1824；乡 级/行政区划单位：1 092 镇 68乡 664街道；人口 (万人)：9580；面积 (万平方千米)：约16
record_76221e8797aca817d4216241,dataset_f4cfc5945e70100ba3e6ea62,26,河南省,"{""(截至2018年12月31日)/省 级/合计"":""河南省"",""地 级/合计"":""17"",""地 级/行政区划单位"":""17地级市"",""县 级/合计"":""158"",""县 级/行政区划单位"":""52市辖区 21县级市 85 县"",""乡 级/合计"":""2451"",""乡 级/行政区划单位"":""1 173 镇 606乡 12民族乡 660街道"",""人口 (万人)"":""10932"",""面积 (万平方千米)"":""约17""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：河南省；地 级/合计：17；地 级/行政区划单位：17地级市；县 级/合计：158；县 级/行政区划单位：52市辖区 21县级市 85 县；乡 级/合计：2451；乡 级/行政区划单位：1 173 镇 606乡 12民族乡 660街道；人口 (万人)：10932；面积 (万平方千米)：约17
record_9703f668b8781f960dade688,dataset_f4cfc5945e70100ba3e6ea62,27,湖 北 省,"{""(截至2018年12月31日)/省 级/合计"":""湖 北 省"",""地 级/合计"":""13"",""地 级/行政区划单位"":""12地级市 1自治州"",""县 级/合计"":""103"",""县 级/行政区划单位"":""39市辖区 25县级市 36 县 2自治县 1林 区"",""乡 级/合计"":""1235"",""乡 级/行政区划单位"":""762镇 153乡 10民族乡 310街道"",""人口 (万人)"":""6165"",""面积 (万平方千米)"":""约19""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：湖 北 省；地 级/合计：13；地 级/行政区划单位：12地级市 1自治州；县 级/合计：103；县 级/行政区划单位：39市辖区 25县级市 36 县 2自治县 1林 区；乡 级/合计：1235；乡 级/行政区划单位：762镇 153乡 10民族乡 310街道；人口 (万人)：6165；面积 (万平方千米)：约19
record_46c97bb8519a539c4ff02a04,dataset_f4cfc5945e70100ba3e6ea62,30,(续),"{""(截至2018年12月31日)/省 级/合计"":""(续)""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：(续)
record_758783bdf3ab633ab91c3845,dataset_f4cfc5945e70100ba3e6ea62,31,省 级,"{""(截至2018年12月31日)/省 级/合计"":""省 级"",""地 级/合计"":""地 级"",""县 级/合计"":""县 级"",""乡 级/合计"":""乡 级"",""人口 (万人)"":""人口 (万人)"",""面积 (万平方千米)"":""面积 (万平方千米)""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：省 级；地 级/合计：地 级；县 级/合计：县 级；乡 级/合计：乡 级；人口 (万人)：人口 (万人)；面积 (万平方千米)：面积 (万平方千米)
record_52f79733b53b5baa3f7e310a,dataset_f4cfc5945e70100ba3e6ea62,32,合计,"{""(截至2018年12月31日)/省 级/合计"":""合计"",""省 级/行政区划单位"":""行政区划单位"",""地 级/合计"":""合计"",""地 级/行政区划单位"":""行政区划单位"",""县 级/合计"":""合计"",""县 级/行政区划单位"":""行政区划单位"",""乡 级/合计"":""合计"",""乡 级/行政区划单位"":""行政区划单位""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：合计；省 级/行政区划单位：行政区划单位；地 级/合计：合计；地 级/行政区划单位：行政区划单位；县 级/合计：合计；县 级/行政区划单位：行政区划单位；乡 级/合计：合计；乡 级/行政区划单位：行政区划单位
record_d5a87445284a7fd15b21202b,dataset_f4cfc5945e70100ba3e6ea62,33,湖 南 省,"{""(截至2018年12月31日)/省 级/合计"":""湖 南 省"",""地 级/合计"":""14"",""地 级/行政区划单位"":""13地级市 1自治州"",""县 级/合计"":""122"",""县 级/行政区划单位"":""36市辖区 17县级市 62 县 7自治县"",""乡 级/合计"":""1933"",""乡 级/行政区划单位"":""1 138 镇 309乡 83民族乡 403街道"",""人口 (万人)"":""7132"",""面积 (万平方千米)"":""约21""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：湖 南 省；地 级/合计：14；地 级/行政区划单位：13地级市 1自治州；县 级/合计：122；县 级/行政区划单位：36市辖区 17县级市 62 县 7自治县；乡 级/合计：1933；乡 级/行政区划单位：1 138 镇 309乡 83民族乡 403街道；人口 (万人)：7132；面积 (万平方千米)：约21
record_c389b54498b230da22f5c0b8,dataset_f4cfc5945e70100ba3e6ea62,34,广 东 省,"{""(截至2018年12月31日)/省 级/合计"":""广 东 省"",""地 级/合计"":""21"",""地 级/行政区划单位"":""21地级市"",""县 级/合计"":""122"",""县 级/行政区划单位"":""65市辖区 20县级市 34 县 3自治县"",""乡 级/合计"":""1601"",""乡 级/行政区划单位"":""1 123 镇 4乡 7民族乡 467街道"",""人口 (万人)"":""8636"",""面积 (万平方千米)"":""约18""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：广 东 省；地 级/合计：21；地 级/行政区划单位：21地级市；县 级/合计：122；县 级/行政区划单位：65市辖区 20县级市 34 县 3自治县；乡 级/合计：1601；乡 级/行政区划单位：1 123 镇 4乡 7民族乡 467街道；人口 (万人)：8636；面积 (万平方千米)：约18
record_c5a4f12e7fae6f78adb7fba0,dataset_f4cfc5945e70100ba3e6ea62,35,广西壮族自治区,"{""(截至2018年12月31日)/省 级/合计"":""广西壮族自治区"",""地 级/合计"":""14"",""地 级/行政区划单位"":""14地级市"",""县 级/合计"":""111"",""县 级/行政区划单位"":""40市辖区 8县级市 51 县 12自治县"",""乡 级/合计"":""1251"",""乡 级/行政区划单位"":""806镇 253乡 59民族乡 133街道"",""人口 (万人)"":""5378"",""面积 (万平方千米)"":""约24""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：广西壮族自治区；地 级/合计：14；地 级/行政区划单位：14地级市；县 级/合计：111；县 级/行政区划单位：40市辖区 8县级市 51 县 12自治县；乡 级/合计：1251；乡 级/行政区划单位：806镇 253乡 59民族乡 133街道；人口 (万人)：5378；面积 (万平方千米)：约24
record_000720011028b83f87c0e6e6,dataset_f4cfc5945e70100ba3e6ea62,36,海 南 省,"{""(截至2018年12月31日)/省 级/合计"":""海 南 省"",""地 级/合计"":""4"",""地 级/行政区划单位"":""4地级市"",""县 级/合计"":""23"",""县 级/行政区划单位"":""8市辖区 5县级市 4 县 6自治县"",""乡 级/合计"":""218"",""乡 级/行政区划单位"":""175镇 21乡 22街道"",""人口 (万人)"":""902"",""面积 (万平方千米)"":""约3.4""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：海 南 省；地 级/合计：4；地 级/行政区划单位：4地级市；县 级/合计：23；县 级/行政区划单位：8市辖区 5县级市 4 县 6自治县；乡 级/合计：218；乡 级/行政区划单位：175镇 21乡 22街道；人口 (万人)：902；面积 (万平方千米)：约3.4
record_54882047ce8b43826dea4066,dataset_f4cfc5945e70100ba3e6ea62,37,重 庆 市,"{""(截至2018年12月31日)/省 级/合计"":""重 庆 市"",""县 级/合计"":""38"",""县 级/行政区划单位"":""26市辖区 8 县 4自治县"",""乡 级/合计"":""1030"",""乡 级/行政区划单位"":""627镇 163乡 14民族乡 226街道"",""人口 (万人)"":""3343"",""面积 (万平方千米)"":""约8.2""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：重 庆 市；县 级/合计：38；县 级/行政区划单位：26市辖区 8 县 4自治县；乡 级/合计：1030；乡 级/行政区划单位：627镇 163乡 14民族乡 226街道；人口 (万人)：3343；面积 (万平方千米)：约8.2
record_adf7612fd5fb93e3ebf3947c,dataset_f4cfc5945e70100ba3e6ea62,38,四 川 省,"{""(截至2018年12月31日)/省 级/合计"":""四 川 省"",""地 级/合计"":""21"",""地 级/行政区划单位"":""18地级市 3自治州"",""县 级/合计"":""183"",""县 级/行政区划单位"":""54市辖区 17县级市 108 县 4自治县"",""乡 级/合计"":""4612"",""乡 级/行政区划单位"":""2 232 镇 1 929 乡 98民族乡 353街道"",""人口 (万人)"":""9097"",""面积 (万平方千米)"":""约49""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：四 川 省；地 级/合计：21；地 级/行政区划单位：18地级市 3自治州；县 级/合计：183；县 级/行政区划单位：54市辖区 17县级市 108 县 4自治县；乡 级/合计：4612；乡 级/行政区划单位：2 232 镇 1 929 乡 98民族乡 353街道；人口 (万人)：9097；面积 (万平方千米)：约49
record_a60587d996a1abd7a6a7878f,dataset_f4cfc5945e70100ba3e6ea62,39,贵 州 省,"{""(截至2018年12月31日)/省 级/合计"":""贵 州 省"",""地 级/合计"":""9"",""地 级/行政区划单位"":""6地级市 3自治州"",""县 级/合计"":""88"",""县 级/行政区划单位"":""15市辖区 9县级市 52 县 11自治县 1特 区"",""乡 级/合计"":""1381"",""乡 级/行政区划单位"":""837镇 124乡 193民族乡 227街道"",""人口 (万人)"":""4134"",""面积 (万平方千米)"":""约18""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：贵 州 省；地 级/合计：9；地 级/行政区划单位：6地级市 3自治州；县 级/合计：88；县 级/行政区划单位：15市辖区 9县级市 52 县 11自治县 1特 区；乡 级/合计：1381；乡 级/行政区划单位：837镇 124乡 193民族乡 227街道；人口 (万人)：4134；面积 (万平方千米)：约18
record_8121e0e30089e20adad2b709,dataset_f4cfc5945e70100ba3e6ea62,40,云 南 省,"{""(截至2018年12月31日)/省 级/合计"":""云 南 省"",""地 级/合计"":""16"",""地 级/行政区划单位"":""8地级市 8自治州"",""县 级/合计"":""129"",""县 级/行政区划单位"":""17市辖区 16县级市 67 县 29自治县"",""乡 级/合计"":""1400"",""乡 级/行政区划单位"":""682镇 403乡 140民族乡 175街道"",""人口 (万人)"":""4576"",""面积 (万平方千米)"":""约39""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：云 南 省；地 级/合计：16；地 级/行政区划单位：8地级市 8自治州；县 级/合计：129；县 级/行政区划单位：17市辖区 16县级市 67 县 29自治县；乡 级/合计：1400；乡 级/行政区划单位：682镇 403乡 140民族乡 175街道；人口 (万人)：4576；面积 (万平方千米)：约39
record_3f1c4348dc4fe2ff5fdaffb6,dataset_f4cfc5945e70100ba3e6ea62,41,西藏自治区,"{""(截至2018年12月31日)/省 级/合计"":""西藏自治区"",""地 级/合计"":""7"",""地 级/行政区划单位"":""6地级市 1地 区"",""县 级/合计"":""74"",""县 级/行政区划单位"":""8市辖区 66 县"",""乡 级/合计"":""697"",""乡 级/行政区划单位"":""138镇 530乡 9民族乡 20街道"",""人口 (万人)"":""310"",""面积 (万平方千米)"":""约123""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：西藏自治区；地 级/合计：7；地 级/行政区划单位：6地级市 1地 区；县 级/合计：74；县 级/行政区划单位：8市辖区 66 县；乡 级/合计：697；乡 级/行政区划单位：138镇 530乡 9民族乡 20街道；人口 (万人)：310；面积 (万平方千米)：约123
record_b6a2ff085881196d6c95dffb,dataset_f4cfc5945e70100ba3e6ea62,44,(续),"{""(截至2018年12月31日)/省 级/合计"":""(续)""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：(续)
record_6e5c166daebde6ffcadc125f,dataset_f4cfc5945e70100ba3e6ea62,45,省 级,"{""(截至2018年12月31日)/省 级/合计"":""省 级"",""地 级/合计"":""地 级"",""县 级/合计"":""县 级"",""乡 级/合计"":""乡 级"",""人口 (万人)"":""人口 (万人)"",""面积 (万平方千米)"":""面积 (万平方千米)""}",表1 中华人民共和国行政区划统计表；统计期间：2018-2018；(截至2018年12月31日)/省 级/合计：省 级；地 级/合计：地 级；县 级/合计：县 级；乡 级/合计：乡 级；人口 (万人)：人口 (万人)；面积 (万平方千米)：面积 (万平方千米)
